#,Transaction Date,Senator,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,URL
1,10/31/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,"LIN
PX","Linde plc (Exchanged)
Praxair, Inc. (Received)",Stock,Exchange,"$1,001 - $15,000","Praxair, Inc. exchanged for Linde PLC (received) 10/31/18",https://efdsearch.senate.gov/search/view/ptr/b34c6735-9a2f-427d-811b-f4cbeff9e676/
1,04/24/2017,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WFC,Wells Fargo & Company,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/4af0c5ff-5ecd-42ef-809c-6840e686034f/
1,06/25/2020,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WFC,Wells Fargo & Company,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9363be8a-0a06-443e-b27a-8c62cf83a956/
10,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,UNH,UnitedHealth Group Incorporated Common Stock (DE),Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
9,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,JPM,JP Morgan Chase & Co. Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
8,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
7,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,LOW,"Lowe's Companies, Inc. Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
6,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,LIN,Linde plc Ordinary Share,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
5,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,JNJ,Johnson & Johnson Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
4,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,BLK,"BlackRock, Inc. Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
3,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
2,10/17/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,AFL,AFLAC Incorporated Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
1,10/19/2022,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WFC,Wells Fargo & Company Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/
1,03/22/2016,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/cf017fcb-1b84-4db3-937f-fac442acce37/
1,01/30/2017,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,USB,USB-U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/e326a763-0e64-4700-b4f6-d3c8b070b8dc/
105,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WEC,"WEC Energy Group, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
104,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
103,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
102,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,UTX,United Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
101,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
100,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
99,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,TGT,Target Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
98,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
97,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
96,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PG,The Procter & Gamble Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
95,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PX,"Praxair, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
94,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PII,Polaris Industries Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
93,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PSX,Phillips 66,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
92,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
91,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
90,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NVS,Novartis AG,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
89,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
88,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
87,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
86,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
85,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
84,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
83,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
82,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
81,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,JNJ,Johnson & Johnson,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
80,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,IBM.MX,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
79,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
78,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,HRS,Harris Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
77,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,GIS,"General Mills, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
76,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,GD,General Dynamics Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
75,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,FDS,FactSet Research Systems Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
74,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
73,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,ES,Eversource Energy,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
72,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
71,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,EV,Eaton Vance Corp.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
70,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CL,Colgate-Palmolive Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
69,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
68,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
67,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
66,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
65,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,BLK,"BlackRock, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
64,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,BDX,"Becton, Dickinson and Company",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
63,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,ADP,"Automatic Data Processing, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
62,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,ADI,"Analog Devices, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
61,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,AMGN,Amgen Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
60,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,APD,"Air Products and Chemicals, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
59,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,ACN,Accenture plc,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
58,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
57,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,T,AT&T Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
56,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,AFL,Aflac Incorporated,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
55,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,VGK,Vanguard FTSE Europe ETF,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
54,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,UBSI,"United Bankshares, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
53,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NSRGY,Nestlé S.A.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
52,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MS,Morgan Stanley,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
51,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,LULU,Lululemon Athletica Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
50,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,IYE,iShares US Energy ETF,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
49,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,KHC,The Kraft Heinz Company,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
48,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,RHHBY,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
47,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CLB,Core Laboratories N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
46,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CHK,Chesapeake Energy Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
45,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,CME,CME Group Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
44,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
43,04/24/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,AL,Air Lease Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
42,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WEC,"WEC Energy Group, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
41,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
40,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
39,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,UTX,United Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
38,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
37,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
36,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
35,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PX,"Praxair, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
34,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PII,Polaris Industries Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
33,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PSX,Phillips 66,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
32,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
31,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
30,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
29,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
28,04/05/2018,"The Honorable Shelley M Capito (Capito, Shelley Moore)",Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/
